pnu;name;data_type;parameter_id
11397;maxRulesPerRecord;UDINT;1.1839.0
11398;eventMode;BOOL;1.1840.0
11399;eventRuleType;UDINT;1.1841.0
11400;eventRuleNextIndex;DINT;1.1842.0
11401;eventRuleTime;REAL;1.1843.0
11402;eventRuleField1;LINT;1.1844.0
11403;eventRuleField2;LINT;1.1845.0
11404;currentRecordStatus;UDINT;1.1846.0
11405;recordError;UINT;1.1850.0
11406;recordErrorOptions;USINT;1.1851.0
11407;invalidRecordParameter;UINT;1.1852.0
11408;invalidRecordParameterOptions;USINT;1.1853.0
11409;ctrlParamSetScKpv;REAL;1.2210.0
11410;ctrlParamSetScKiv;REAL;1.2211.0
11411;vDiff;REAL;1.2215.0
11412;vRef;REAL;1.2216.0
11413;xDiff;LINT;1.2217.0
11414;torqueLimitMin;REAL;1.2218.0
11415;torqueLimitMax;REAL;1.2219.0
11416;torqueRef;REAL;1.2220.0
11419;ctrlParamSetIcKpq;REAL;1.2223.0
11420;ctrlParamSetIcKiq;REAL;1.2224.0
11421;ctrlParamSetIcKpd;REAL;1.2225.0
11422;ctrlParamSetIcKid;REAL;1.2226.0
11423;ctrlParamSetFfcInertia;REAL;1.2227.0
11424;ctrlParamSetEnccTFilterVelocity;REAL;1.2228.0
11425;loadMass;REAL;1.2229.0
11426;axisUnlimied;BOOL;1.2424.0
11427;datasetVersionMajorPowerstageBoard;STRING(2);1.2800.0
11428;datasetVersionMinorPowerstageBoard;UINT;1.2801.0
11429;hardwareVersionMajorPowerstageBoard;STRING(2);1.2802.0
11430;hardwareVersionMinorPowerstageBoard;UINT;1.2803.0
11437;dcVoltageLimitLowMin;REAL;1.2818.0
11438;dcVoltageLimitLowMax;REAL;1.2819.0
11445;chopperOnDelta;REAL;1.2829.0
11446;chopperHysteresis;REAL;1.2830.0
11451;externalBrakeResistorRMin;REAL;1.2835.0
11452;externalBrakeResistorRMax;REAL;1.2836.0
11453;externalBrakeResistorPRatedMax;REAL;1.2837.0
11454;externalBrakeResistorWRatedMax;REAL;1.2838.0
11465;temperaturePowerstageMax;REAL;1.2850.0
11466;temperaturePowerstageMin;REAL;1.2851.0
11467;temperatureAirMax;REAL;1.2852.0
11468;temperatureAirMin;REAL;1.2853.0
11498;output_pref;LINT;1.3010.0
11499;output_vref;REAL;1.3011.0
11500;output_aref;REAL;1.3012.0
11501;output_jref;REAL;1.3013.0
11502;output_Mref;REAL;1.3014.0
11503;output_iref;REAL;1.3015.0
11504;input_ptarget;LINT;1.3016.0
11505;input_vtarget;REAL;1.3017.0
11506;status;UDINT;1.3018.0
11542;pureOpenLoop;BOOL;1.4001.0
11544;defaultStructureOpenLoop;UDINT;1.4003.0
11545;activeStructure;UDINT;1.4004.0
11546;defaultStructControlMode;UDINT;1.4005.0
11547;selectedControlMode;UDINT;1.4006.0
11548;activeStructControlMode;UDINT;1.4007.0
11549;automaticSwitchVelocity;REAL;1.4008.0
11551;automaticSwitchRampTime;REAL;1.4010.0
11552;structureReplacementProhibitedErrorLevel;UINT;1.4020.0
11553;structureReplacementProhibitedErrorOptions;USINT;1.4021.0
11558;enableCurrentReduction;BOOL;1.4026.0
11559;timeToCurrentReduction;REAL;1.4027.0
11560;percentageCurrentReduction;REAL;1.4028.0
11564;noOfToleratedSolFailures;UINT;1.4243.0
11565;trvWindow;REAL;1.4610.0
11566;trTorqueWindow;REAL;1.4611.0
11567;trxInfoLevel;UINT;1.4612.0
11568;trxInfoOptions;USINT;1.4613.0
11569;trvInfoLevel;UINT;1.4614.0
11570;trvInfoOptions;USINT;1.4615.0
11571;trtInfoLevel;UINT;1.4616.0
11572;trtInfoOptions;USINT;1.4617.0
11573;stvInfoLevel;UINT;1.4618.0
11574;stvInfoOptions;USINT;1.4619.0
11575;stxInfoLevel;UINT;1.4620.0
11576;stxInfoOptions;USINT;1.4621.0
11577;fexErrorLevel;UINT;1.4622.0
11578;fexErrorOptions;USINT;1.4623.0
11579;fevErrorLevel;UINT;1.4624.0
11580;fevErrorOptions;USINT;1.4625.0
11581;lsIGainRel;REAL;1.4626.0
11582;lsSettlingTime;REAL;1.4627.0
11583;slEnable;BOOL;1.4628.0
11584;slxNegLim;LINT;1.4629.0
11585;slxPosLim;LINT;1.4630.0
11586;slEnableAutoLim;BOOL;1.4631.0
11587;slNegLimErrLevel;UINT;1.4632.0
11588;slNegLimErrOptions;USINT;1.4633.0
11589;slPosLimErrLevel;UINT;1.4634.0
11590;slPosLimErrOptions;USINT;1.4635.0
11591;slNegLimWarnLevel;UINT;1.4636.0
11592;slNegLimWarnOptions;USINT;1.4637.0
11593;slPosLimWarnLevel;UINT;1.4638.0
11594;slPosLimWarnOptions;USINT;1.4639.0
11597;feeSettlingTime;REAL;1.4642.0
11598;feeWindow;REAL;1.4643.0
11599;feeAct;REAL;1.4644.0
11600;feeErrorLevel;UINT;1.4645.0
11601;feeErrorOptions;USINT;1.4646.0
11602;fixedStopMissedErrorLevel;UINT;1.4647.0
11603;fixedStopMissedErrorOptions;USINT;1.4648.0
11604;fixedStopMonitorErrorLevel;UINT;1.4649.0
11605;fixedStopMonitorErrorOptions;USINT;1.4650.0
11606;vmvMax;REAL;1.4660.0
11607;vmvMaxErrLevel;UINT;1.4661.0
11609;pbvThreshold;REAL;1.4663.0
11610;pbSettlingTime;REAL;1.4664.0
11611;tmSettlingTime;REAL;1.4665.0
11612;tmxWindow;REAL;1.4666.0
11613;tmvWindow;REAL;1.4667.0
11614;tmTorqueWindow;REAL;1.4668.0
11615;tmTargetAreaLeftErrLevel;UINT;1.4669.0
11616;tmTargetAreaLeftErrOptions;USINT;1.4670.0
11617;pbDetectedErrLevel;UINT;1.4671.0
11618;pbDetectedErrOptions;USINT;1.4672.0
11619;stlEnableAutoLim;BOOL;1.4675.0
11620;stlNegStrokeLimErrLevel;UINT;1.4676.0
11621;stlNegStrokeLimErrOptions;USINT;1.4677.0
11622;stlPosStrokeLimErrLevel;UINT;1.4678.0
11623;stlPosStrokeLimErrOptions;USINT;1.4679.0
11624;fexAct;REAL;1.4682.0
11625;fevAct;REAL;1.4683.0
11626;stlStrokeAct;LINT;1.4684.0
11627;rmxDist;LINT;1.4685.0
11628;rdxReachedInfoLevel;UINT;1.4686.0
11629;rdxReachedInfoOptions;USINT;1.4687.0
11630;stateMask;UDINT;1.4688.0
11631;stateMasked;UDINT;1.4689.0
11632;fevSettlingTime;REAL;1.4690.0
11633;motionCompleteInfoLevel;UINT;1.4691.0
11634;motionCompleteInfoOptions;USINT;1.4692.0
11635;fstSettlingTime;REAL;1.4693.0
11636;fstWindow;REAL;1.4694.0
11639;pGain;REAL;1.5810.0
11640;vMin;REAL;1.6100.0
11641;vMax;REAL;1.6101.0
11644;torqueMin;REAL;1.6104.0
11645;torqueMax;REAL;1.6105.0
11646;torqueLimitsInconsistentLevel;UINT;1.6106.0
11648;iMin;REAL;1.6108.0
11649;iMax;REAL;1.6109.0
11650;currentLimitsInconsistentLevel;UINT;1.6110.0
11652;iMaxTotal;REAL;1.6112.0
11655;psEAct;REAL;1.6310.0
11656;psELimWarnGain;REAL;1.6311.0
11657;psEInitGainStandstill;REAL;1.6313.0
11658;psELimStandstill;REAL;1.6314.0
11659;psEMaxRelStandstill;REAL;1.6315.0
11660;psEActStandstill;REAL;1.6316.0
11661;psELimWarnGainStandstill;REAL;1.6317.0
11662;motorLimWarnLevel;UINT;1.6319.0
11663;motorLimWarnOptions;USINT;1.6320.0
11664;motorLimErrLevel;UINT;1.6321.0
11665;motorLimErrOptions;USINT;1.6322.0
11666;psLimWarnLevel;UINT;1.6323.0
11667;psLimWarnLevelOptions;USINT;1.6324.0
11668;psLimErrLevel;UINT;1.6325.0
11669;psLimErrLevelOptions;USINT;1.6326.0
11670;psLimWarnStandstillLevel;UINT;1.6327.0
11671;psLimWarnStandstillOptions;USINT;1.6328.0
11672;psLimErrStandstillLevel;UINT;1.6329.0
11673;psLimErrStandstillOptions;USINT;1.6330.0
11674;motorEActRel;REAL;1.6331.0
11675;psEActRel;REAL;1.6332.0
11676;psEActRelStandstill;REAL;1.6333.0
11677;ILim;REAL;1.6334.0
11682;acceleration;REAL;1.6691.0
11683;jerk;REAL;1.6692.0
11684;rhoWindow;REAL;1.6693.0
11685;currentFactor;REAL;1.6694.0
11686;rotorInertia;REAL;1.7111.0
11687;rotorInertia;REAL;1.7112.0
11688;isCounterClockwisePhaseSequence;BOOL;1.7114.0
11689;isCounterClockwisePhaseSequence;BOOL;1.7115.0
11690;iRated;REAL;1.7117.0
11691;iRated;REAL;1.7118.0
11692;iMax;REAL;1.7120.0
11693;iMax;REAL;1.7121.0
11694;vMax;REAL;1.7123.0
11695;vMax;REAL;1.7124.0
11696;vRated;REAL;1.7126.0
11697;vRated;REAL;1.7127.0
11698;windingInductance;REAL;1.7129.0
11699;windingInductance;REAL;1.7130.0
11700;windingResistance;REAL;1.7132.0
11701;windingResistance;REAL;1.7133.0
11702;km;REAL;1.7135.0
11703;km;REAL;1.7136.0
11704;torqueRated;REAL;1.7139.0
11705;torqueMax;REAL;1.7142.0
11706;i2tTime;REAL;1.7144.0
11707;i2tTime;REAL;1.7145.0
11708;maximumWindingTemperature;REAL;1.7147.0
11709;maximumWindingTemperature;REAL;1.7148.0
11710;sensorType;UDINT;1.7153.0
11711;sensorType;UDINT;1.7154.0
11712;temperatureSensorCharacteristic;REAL;1.7156.0
11713;temperatureSensorCharacteristic;REAL;1.7157.0
11714;isBrakeAvailable;BOOL;1.7159.0
11715;isBrakeAvailable;BOOL;1.7160.0
11716;brakeTurnOnDelay;REAL;1.7162.0
11717;brakeTurnOnDelay;REAL;1.7163.0
11718;brakeTurnOffDelay;REAL;1.7165.0
11719;brakeTurnOffDelay;REAL;1.7166.0
11720;nocCodeMotor;STRING(32);1.7182.0
11721;motorDatabaseId;UDINT;1.7184.0
11722;nocCodeMotor;STRING(32);1.7188.0
11723;motorDatabaseId;UDINT;1.7189.0
11724;prefixPosition;SINT;1.7841.0
11725;prefixVelocity;SINT;1.7842.0
11726;prefixAcceleration;SINT;1.7843.0
11727;prefixJerk;SINT;1.7844.0
11728;moveAcceleration;REAL;1.8410.0
11729;moveJerk;REAL;1.8411.0
11730;maxSearchDistancePos;LINT;1.8412.0
11731;maxSearchDistanceNeg;LINT;1.8413.0
11732;torqueTreshold;REAL;1.8414.0
11733;windowTime;REAL;1.8415.0
11734;offset;LINT;1.8416.0
11735;method;DINT;1.8417.0
11736;actualStep;UDINT;1.8418.0
11739;disableEncoderEmulation;BOOL;1.8421.0
11742;homeParameterError;UINT;1.8450.0
11743;homeParameterErrorOptions;USINT;1.8451.0
11744;homeTimeoutError;UINT;1.8452.0
11745;homeTimeoutErrorOptions;USINT;1.8453.0
11746;homeSearchDistanceError;UINT;1.8454.0
11747;homeSearchDistanceErrorOptions;USINT;1.8455.0
11748;kpp;REAL;1.8601.0
11749;kiv;REAL;1.8602.0
11750;kpv;REAL;1.8603.0
11752;ErrorDataExportOptions;USINT;1.8605.0
11753;kppStart;REAL;1.8611.0
11754;kpvStart;REAL;1.8612.0
11755;kivStart;REAL;1.8613.0
11756;filterTimeVelocityFilter;REAL;1.8614.0
11757;filterTimeNoiseFilter;REAL;1.8615.0
11758;amplitudeNoise;REAL;1.8616.0
11759;typeNoiseGenerator;USINT;1.8617.0
11760;waitTimeStartMeasurement;REAL;1.8618.0
11761;movementAllowed;BOOL;1.8619.0
11762;measurementCycles;USINT;1.8620.0
11763;strokeAtun;LINT;1.8621.0
11764;maxVatun;REAL;1.8622.0
11765;maxAatun;REAL;1.8623.0
11766;maxDatun;REAL;1.8624.0
11767;maxJatun;REAL;1.8625.0
11768;testCycles;USINT;1.8630.0
11769;strokeTest;LINT;1.8631.0
11770;maxVtest;REAL;1.8632.0
11771;maxAtest;REAL;1.8633.0
11772;maxDtest;REAL;1.8634.0
11773;maxJtest;REAL;1.8635.0
11782;upWarnHyst;REAL;1.9410.0
11783;upErrLim;REAL;1.9411.0
11784;upErrHyst;REAL;1.9412.0
11785;lowWarnLevel;UINT;1.9413.0
11786;lowWarnOptions;USINT;1.9414.0
11787;lowErrLevel;UINT;1.9415.0
11788;lowErrOptions;USINT;1.9416.0
11789;upWarnLevel;UINT;1.9417.0
11790;upWarnOptions;USINT;1.9418.0
11791;upErrLevel;UINT;1.9419.0
11792;upErrOptions;USINT;1.9420.0
11793;encoderChannel;UDINT;1.9421.0
11794;useAnalogInput;BOOL;1.9910.0
11795;parameterSetpoint;REAL;1.9911.0
11796;inputValue;REAL;1.9912.0
11797;limitViolationReaction;UINT;1.9913.0
11798;limitViolationErrorOptions;USINT;1.9914.0
11800;enableStatus;UDINT;1.10231.0
11801;enableMode;UDINT;1.10232.0
11802;powerOnOperationMode;UDINT;1.10234.0
11803;powerOnSpeed;REAL;1.10235.0
11804;powerOnTorque;REAL;1.10236.0
11805;powerOnTorqueLimitSpeed;REAL;1.10237.0
11806;powerOnIndex;DINT;1.10238.0
11807;requestLock;DINT;1.10351.0
11808;lockStateAllRequests;DINT;1.10352.0
11809;lockStateOutputSetpoints;DINT;1.10353.0
11812;defaultTargetX;LINT;1.10361.0
11813;defaultLimitV;REAL;1.10362.0
11814;defaultLimitA;REAL;1.10363.0
11815;defaultLimitD;REAL;1.10364.0
11816;defaultLimitJ;REAL;1.10365.0
11817;defaultTargetV;REAL;1.10366.0
11818;defaultLimitStrokeActive;BOOL;1.10367.0
11819;defaultLimitStrokeNegative;LINT;1.10368.0
11820;defaultLimitStrokePositive;LINT;1.10369.0
11821;defaultTargetM;REAL;1.10370.0
11822;defaultMSlope;REAL;1.10371.0
11823;state;UDINT;1.11410.0
11824;ipo_steps;UDINT;1.11411.0
11827;setPointTimingTolerance;DINT;1.11417.0
11828;missingSetPointCounter;DINT;1.11418.0
11829;unitConvertionFailedOption;USINT;1.11590.0
11830;UserGearboxNumerator;UDINT;1.11591.0
11831;UserGearboxDenominator;UDINT;1.11592.0
11832;UserFeedConstantNumerator;UDINT;1.11593.0
11833;UserFeedConstantDenominator;UDINT;1.11594.0
11834;deceleration;REAL;1.12101.0
11835;jerk;REAL;1.12111.0
11836;velocity;REAL;1.12112.0
11837;estimatedStandstillPosition;LINT;1.12201.0
11838;estimatedStandstillTime;REAL;1.12202.0
11841;stmoStatus;UDINT;1.12205.0
11842;extrapolationFactor;REAL;1.12206.0
11843;warningThresholdReachedOptions;USINT;1.14110.0
11844;alarmThreshold;LINT;1.14111.0
11845;alarmThresholdReachedLevel;UINT;1.14113.0
11846;alarmThresholdReachedOptions;USINT;1.14114.0
11847;warningThresholdReachedOptions;USINT;1.14210.0
11848;alarmThreshold;LINT;1.14211.0
11849;alarmThresholdReachedLevel;UINT;1.14213.0
11850;alarmThresholdReachedOptions;USINT;1.14214.0
11851;driveObjectIdentification;UINT;1.24124.0
11852;driveUnitIdentification;UINT;1.24125.0
11853;pulsesEnabled;UINT;1.24126.0
11857;mainsVoltageLimitLowMax;REAL;1.28120.0
11858;mainsVoltageLimitLowMin;REAL;1.28121.0
11859;mainsVoltageLimitHighMax;REAL;1.28130.0
11860;mainsVoltageLimitHighMin;REAL;1.28131.0
11861;dcVoltageLimitHighMin;REAL;1.28180.0
11862;dcVoltageLimitHighMax;REAL;1.28181.0
11863;dcVoltageLimitWarnMax;REAL;1.28200.0
11864;dcVoltageLimitWarnMin;REAL;1.28201.0
11868;chopperVoltageOnMax;REAL;1.28280.0
11869;chopperVoltageOnMin;REAL;1.28281.0
11872;invalidJobParameter;UINT;1.30127.0
11873;invalidJobParameterOptions;USINT;1.30128.0
11874;guardTimerFactor;REAL;1.30129.0
11889;filteredVelocityLimitationActive;BOOL;1.52675.0
11890;filteredCurrentLimitationActive;BOOL;1.52676.0
11891;limitationActiveDiagLevel;UINT;1.52677.0
11892;limitationActiveDiagOptions;USINT;1.52678.0
11893;limitationFilterTime;REAL;1.52679.0
11894;vDLimitationActive;BOOL;1.52680.0
11895;vQLimitationActive;BOOL;1.52681.0
11896;limitationActiveDiagLevel;UINT;1.52682.0
11897;limitationActiveDiagOptions;USINT;1.52683.0
11898;uint8_single;USINT;1.66003.0
11899;uint16_single;UINT;1.66008.0
11900;uint32_single;UDINT;1.66009.0
11901;int8_single;SINT;1.66010.0
11902;int16_single;INT;1.66012.0
11903;int32_single;DINT;1.66013.0
11904;bool_single;BOOL;1.66015.0
11905;uint8_array;USINT;1.66016.0
11906;uint16_array;UINT;1.66017.0
11907;uint32_array;UDINT;1.66018.0
11908;int8_array;SINT;1.66019.0
11909;int16_array;INT;1.66053.0
11910;int32_array;DINT;1.66055.0
11911;bool_array;BOOL;1.66056.0
11916;testFault1Value;UINT;1.66061.0
11917;testFault2Value;UINT;1.66062.0
11918;voltageRated;REAL;1.71421.0
11919;voltageRated;REAL;1.71422.0
11920;continuousStandstillCurrentRated;REAL;1.71424.0
11921;continuousStandstillCurrentRated;REAL;1.71425.0
11922;qAxisInductance;REAL;1.71426.0
11923;dAxisInductance;REAL;1.71427.0
11924;motorType;USINT;1.71428.0
11925;unsupportedMotorDiagLevel;UINT;1.71429.0
11926;qAxisInductance;REAL;1.71430.0
11927;dAxisInductance;REAL;1.71431.0
11928;motorType;USINT;1.71432.0
11929;unsupportedMotorDiagOptions;USINT;1.71433.0
11930;hlNegLimSwitchConf;UDINT;1.101100.0
11931;hlPosLimSwitchConf;UDINT;1.101101.0
11932;hlNegLimSwitchErrLevel;UINT;1.101102.0
11933;hlNegLimSwitchErrOptions;USINT;1.101103.0
11934;hlNegLimSwitchWarnLevel;UINT;1.101104.0
11935;hlNegLimSwitchWarnOptions;USINT;1.101105.0
11936;hlPosLimSwitchErrLevel;UINT;1.101106.0
11937;hlPosLimSwitchErrOptions;USINT;1.101107.0
11938;hlPosLimSwitchWarnLevel;UINT;1.101108.0
11939;hlPosLimSwitchWarnOptions;USINT;1.101109.0
11940;hlBothLimSwitchErrLevel;UINT;1.101110.0
11941;hlBothLimSwitchErrOptions;USINT;1.101111.0
11942;negLimitDetected;BOOL;1.101112.0
11943;posLimitDetected;BOOL;1.101113.0
11944;negLimitSampled;LINT;1.101114.0
11945;posLimitSampled;LINT;1.101115.0
11946;hlEnable;BOOL;1.101116.0
11947;referenceSwitchConf;UDINT;1.101200.0
11948;state;BOOL;1.101201.0
11949;fieldWeakeningEnable;BOOL;1.102201.0
11950;fieldWeakeningActive;BOOL;1.102202.0
11960;opMode;UINT;1.112700.0
11961;opMode;UINT;1.112700.1
11962;source;UINT;1.112701.0
11963;source;UINT;1.112701.1
11964;moduloHigh;LINT;1.112702.0
11965;moduloHigh;LINT;1.112702.1
11966;moduloLow;LINT;1.112703.0
11967;moduloLow;LINT;1.112703.1
11968;onCompensation;REAL;1.112704.0
11969;onCompensation;REAL;1.112704.1
11970;offCompensation;REAL;1.112705.0
11971;offCompensation;REAL;1.112705.1
11972;hysteresis;LINT;1.112706.0
11973;hysteresis;LINT;1.112706.1
11974;manualDuration;REAL;1.112707.0
11975;manualDuration;REAL;1.112707.1
11976;moveDirection;UINT;1.112708.0
11977;moveDirection;UINT;1.112708.1
11978;trigMode;UINT;1.112709.0
11979;trigMode;UINT;1.112709.1
11980;firstOnPosition;LINT;1.112710.0
11981;firstOnPosition;LINT;1.112710.1
11982;lastOnPosition;LINT;1.112711.0
11983;lastOnPosition;LINT;1.112711.1
11984;duration;REAL;1.112712.0
11985;duration;REAL;1.112712.1
11986;opModeActive;UINT;1.112713.0
11987;opModeActive;UINT;1.112713.1
11988;sourceActive;UINT;1.112714.0
11989;sourceActive;UINT;1.112714.1
11990;moduloHighActive;LINT;1.112715.0
11991;moduloHighActive;LINT;1.112715.1
11992;moduloLowActive;LINT;1.112716.0
11993;moduloLowActive;LINT;1.112716.1
11994;onCompensationActive;REAL;1.112717.0
11995;onCompensationActive;REAL;1.112717.1
11996;offCompensationActive;REAL;1.112718.0
11997;offCompensationActive;REAL;1.112718.1
11998;hysteresisActive;LINT;1.112719.0
11999;hysteresisActive;LINT;1.112719.1
12000;manualDurationActive;REAL;1.112720.0
12001;manualDurationActive;REAL;1.112720.1
12002;moveDirectionActive;UINT;1.112721.0
12003;moveDirectionActive;UINT;1.112721.1
12004;trigModeActive;UINT;1.112722.0
12005;trigModeActive;UINT;1.112722.1
12006;firstOnPositionActive;LINT;1.112723.0
12007;firstOnPositionActive;LINT;1.112723.1
12008;lastOnPositionActive;LINT;1.112724.0
12009;lastOnPositionActive;LINT;1.112724.1
12010;durationActive;REAL;1.112725.0
12011;durationActive;REAL;1.112725.1
12012;refPositionModuloOn;LINT;1.112726.0
12013;refPositionModuloOn;LINT;1.112726.1
12014;refPositionModuloOff;LINT;1.112727.0
12015;refPositionModuloOff;LINT;1.112727.1
12016;posTriggerOutPutState;BOOL;1.112728.0
12017;posTriggerOutPutState;BOOL;1.112728.1
12018;posTriggerModuloState;BOOL;1.112729.0
12019;posTriggerModuloState;BOOL;1.112729.1
12020;posTriggerCamNoActive;USINT;1.112730.0
12021;posTriggerCamNoActive;USINT;1.112730.1
12024;refPositionOffset;LINT;1.112732.0
12025;refPositionOffset;LINT;1.112732.1
12026;refPositionNew;LINT;1.112733.0
12027;refPositionNew;LINT;1.112733.1
12028;refPositionOffsetActive;LINT;1.112734.0
12029;refPositionOffsetActive;LINT;1.112734.1
12030;noOfModulos;UDINT;1.112735.0
12031;noOfModulos;UDINT;1.112735.1
12032;moduloHysteresis;LINT;1.112736.0
12033;moduloHysteresis;LINT;1.112736.1
12034;moduloHysteresisActive;LINT;1.112737.0
12035;moduloHysteresisActive;LINT;1.112737.1
12036;errorActive;BOOL;1.112819.0
12037;captureMode;UINT;1.113000.0
12038;captureMode;UINT;1.113000.1
12039;source;UINT;1.113001.0
12040;source;UINT;1.113001.1
12041;slope;UINT;1.113002.0
12042;slope;UINT;1.113002.1
12043;moduloHigh;LINT;1.113003.0
12044;moduloHigh;LINT;1.113003.1
12045;moduloLow;LINT;1.113004.0
12046;moduloLow;LINT;1.113004.1
12047;firstPosition;LINT;1.113005.0
12048;firstPosition;LINT;1.113005.1
12049;lastPosition;LINT;1.113006.0
12050;lastPosition;LINT;1.113006.1
12051;captureModeActive;UINT;1.113007.0
12052;captureModeActive;UINT;1.113007.1
12053;sourceActive;UINT;1.113008.0
12054;sourceActive;UINT;1.113008.1
12055;slopeActive;UINT;1.113009.0
12056;slopeActive;UINT;1.113009.1
12057;moduloHighActive;LINT;1.113010.0
12058;moduloHighActive;LINT;1.113010.1
12059;moduloLowActive;LINT;1.113011.0
12060;moduloLowActive;LINT;1.113011.1
12061;firstPositionActive;LINT;1.113012.0
12062;firstPositionActive;LINT;1.113012.1
12063;lastPositionActive;LINT;1.113013.0
12064;lastPositionActive;LINT;1.113013.1
12065;capturedPosition;LINT;1.113014.0
12066;capturedPosition;LINT;1.113014.1
12067;timeStampCapture;ULINT;1.113015.0
12068;timeStampCapture;ULINT;1.113015.1
12069;captureDone;BOOL;1.113016.0
12070;captureDone;BOOL;1.113016.1
12071;captureError;BOOL;1.113017.0
12072;captureError;BOOL;1.113017.1
12073;noOfCaptures;UDINT;1.113018.0
12074;noOfCaptures;UDINT;1.113018.1
12075;noOfErrors;UDINT;1.113019.0
12076;noOfErrors;UDINT;1.113019.1
12077;noOfModulos;UDINT;1.113020.0
12078;noOfModulos;UDINT;1.113020.1
12079;posCaptureInputState;BOOL;1.113021.0
12080;posCaptureInputState;BOOL;1.113021.1
12081;posCaptureModuloState;BOOL;1.113022.0
12082;posCaptureModuloState;BOOL;1.113022.1
12083;refPositionModulo;LINT;1.113023.0
12084;refPositionModulo;LINT;1.113023.1
12085;refPositionOffset;LINT;1.113024.0
12086;refPositionOffset;LINT;1.113024.1
12087;refPositionNew;LINT;1.113025.0
12088;refPositionNew;LINT;1.113025.1
12089;refPositionOffsetActive;LINT;1.113026.0
12090;refPositionOffsetActive;LINT;1.113026.1
12091;touchProbeTimeStampPositiveValue;ULINT;1.113027.0
12092;touchProbeTimeStampPositiveValue;ULINT;1.113027.1
12093;touchProbeTimeStampNegativeValue;ULINT;1.113028.0
12094;touchProbeTimeStampNegativeValue;ULINT;1.113028.1
12095;touchProbePositionPositiveValue;LINT;1.113029.0
12096;touchProbePositionPositiveValue;LINT;1.113029.1
12097;touchProbePositionNegativeValue;LINT;1.113030.0
12098;touchProbePositionNegativeValue;LINT;1.113030.1
12099;touchProbePositveEdgeCounter;UDINT;1.113031.0
12100;touchProbePositveEdgeCounter;UDINT;1.113031.1
12101;touchProbeNegativeEdgeCounter;UDINT;1.113032.0
12102;touchProbeNegativeEdgeCounter;UDINT;1.113032.1
12103;touchProbeStatus;UINT;1.113033.0
12104;touchProbeStatus;UINT;1.113033.1
12105;moduloHysteresis;LINT;1.113034.0
12106;moduloHysteresis;LINT;1.113034.1
12107;moduloHysteresisActive;LINT;1.113035.0
12108;moduloHysteresisActive;LINT;1.113035.1
12109;delayCompensation;REAL;1.113036.0
12110;delayCompensation;REAL;1.113036.1
12111;delayCompensationActive;REAL;1.113037.0
12112;delayCompensationActive;REAL;1.113037.1
12113;moduloPositionMode;UINT;1.113100.0
12115;moduloLow;LINT;1.113102.0
12116;setPointModulo;LINT;1.113103.0
12117;actualPositionModulo;LINT;1.113104.0
12118;moduloPositionModeActive;UINT;1.113105.0
12119;moduloHighActive;LINT;1.113106.0
12120;moduloLowActive;LINT;1.113107.0
12121;noOfModulos;UDINT;1.113108.0
12122;moduloState;BOOL;1.113109.0
12123;moduloPositionOffset;LINT;1.113110.0
12124;moduloPositionNew;LINT;1.113111.0
12125;moduloPositionOffsetActive;LINT;1.113112.0
12126;symmetricalParameterSetLayout;BOOL;1.214526.0
12127;slow1Distance;LINT;1.214530.0
12128;slow2Velocity;REAL;1.214535.0
12129;slow2Acceleration;REAL;1.214536.0
12130;slow2Jerk;REAL;1.214537.0
12131;slow2Distance;LINT;1.214538.0
12132;slow2Period;REAL;1.214539.0
12133;fast2Velocity;REAL;1.214540.0
12134;fast2Acceleration;REAL;1.214541.0
12135;fast2Jerk;REAL;1.214542.0
12136;activeSlow1Velocity;REAL;1.214543.0
12137;activeSlow1Acceleration;REAL;1.214544.0
12138;activeSlow1Jerk;REAL;1.214545.0
12139;activeSlow1Period;REAL;1.214546.0
12140;activeFast1Velocity;REAL;1.214547.0
12141;activeFast1Acceleration;REAL;1.214548.0
12142;activeFast1Jerk;REAL;1.214549.0
12143;activeSlow2Velocity;REAL;1.214550.0
12144;activeSlow2Acceleration;REAL;1.214551.0
12145;activeSlow2Jerk;REAL;1.214552.0
12146;activeSlow2Period;REAL;1.214553.0
12147;activeFast2Velocity;REAL;1.214554.0
12148;activeFast2Acceleration;REAL;1.214555.0
12149;activeFast2Jerk;REAL;1.214556.0
12150;sensorFormat;UDINT;1.231243.0
12151;focOperationMode;UDINT;1.526772.0
12152;focOperationMode;UDINT;1.526773.0
12153;recordRuleField3;LINT;1.526778.0
12154;eventRuleField3;LINT;1.526779.0
12157;eventRuleField4;LINT;1.526786.0
12158;eventRuleField5;LINT;1.526787.0
12159;eventRuleField6;LINT;1.526788.0
12160;eventRuleField7;LINT;1.526789.0
12161;recordRuleField4;LINT;1.526790.0
12162;recordRuleField5;LINT;1.526791.0
12163;recordRuleField6;LINT;1.526792.0
12164;recordRuleField7;LINT;1.526793.0
12165;limitationFilterTime;REAL;1.526794.0
12166;torqueMaxSymUser;REAL;1.526796.0
12167;recordState;DINT;1.526797.0
12168;torqueClamping;REAL;1.526801.0
12169;state;UDINT;1.526917.0
12170;zadSettlingTime;REAL;1.545454.0
12171;zadZeroAngleOffset;LINT;1.545455.0
12174;positionInc;UDINT;1.586844.0
12175;zeroOffset;LINT;1.586846.0
12176;inverseDirection;BOOL;1.586847.0
12177;frequencySetpoint;REAL;1.586848.0
